comment,video,clean,label,label_id
"Ajak lah maele ini ke saung tikum buat ronda,dia warga pindahan baru kan🎉🎉🎉",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ajak maele saung tikum ronda warga pindah,netral,1
perfect closure,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,perfect closure,positif,2
PERTAHANKAN BANG MAEL COCOK JADI CO HOST 🥰,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tahan bang mael cocok co host,netral,1
Gokil bertiga ini 😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gokil tiga,netral,1
"Colaborasi paling gokil... Lanjutkan bang mael, fajar",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,colaborasi gokil lanjut bang mael fajar,netral,1
"jujur, gua paling benci fajar saat pertama kali muncul di tv karena apasih yang lu bisa, lucu aja kagak..... bangke makin lucu sekarang",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jujur gua benci fajar kali muncul tv apasih lu lucu aja kagak bangke lucu,netral,1
Kereeeeeeennnnn,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kereeeeeeennnnn,netral,1
Efek sadboy..dah 5 juta,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,efek sadboy dah juta,netral,1
"Maasyaa Allah.. Begitulah, dakwah tidak perlu memaksa, ini hny menyampaikan satu adab makan yg ada dalil shohihnya dg niat lillahi ta'ala, Allah buka kan hidayah buat dia. Dan betapa besar pahala jariyah yg di dapat org yg menyampaikan kebenaran itu.. Subhanallah 💕",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,maasyaa allah dakwah paksa hny adab makan yg dalil shohihnya dg niat lillahi ta ala allah buka hidayah betapa pahala jariyah yg org yg benar subhanallah,netral,1
"ini bertiga bagus banget, ada karakter obyek penderita dan subyek penyiksa yang kuat banget dengan Praz yang bisa dalam peran maker atau lainnya dengan versatilitasnya",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tiga bagus banget karakter obyek derita subyek siksa kuat banget praz peran maker versatilitasnya,netral,1
Ngakak fajar maeellll,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak fajar maeellll,netral,1
Garing terus setiap kali pras ngomong...,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,garing kali pras ngomong,netral,1
"Kocak dan salah satu Podcast terkeren ini👍🤣😅
Klw hostnya Pras memang gak ada obat, mantap bang, sukses terus acaranya 👍",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak salah podcast keren klw hostnya pras gak obat mantap bang sukses acara,netral,1
"nyuci kain sambil nonton ini, lucuuu nyaaa😂 kerjaan gue gak terasa udah siap.wkwkk",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nyuci kain nonton lucuuu nyaaa kerja gue gak udah wkwkk,netral,1
Bismillah.. Alhamdulillah.. MasyaAllah.. Belajar Sunnah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bismillah alhamdulillah masyaallah ajar sunnah,netral,1
fajar pecah sih,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar pecah sih,netral,1
Sejauh ini.ini yg paling lucu 😂😂😂.tolong om ded maele di lantik jadi kohos nya BG praz,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yg lucu tolong om ded maele lantik kohos nya bg praz,netral,1
😅😅😅😅😅😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
"Petcahhhhhhh, top ngk berenti ngakak",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,petcahhhhhhh top ngk renti ngakak,positif,2
Kok ini di chanel dedi ya,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,chanel dedi ya,netral,1
Lucu sigajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu sigajar,netral,1
sakit perut gw gila smua😂😂😂😂😂❤❤❤❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sakit perut gw gila smua,netral,1
"Fajarrr.. semoga terus bersinar ya, sukses dunia dan akhirat. Tetap rendah hati ya fajar.
Buat bang mael, semoga selalu istiqomah dalam belajar agama. Semoga aku juga diberi hidayah, dan istiqomah dalam mempelajari agama.
Buat bang praz semoga sehat selalu beserta keluarga. Sukses juga buat bang praz. Aamiin",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajarrr moga sinar ya sukses dunia akhirat rendah hati ya fajar bang mael moga istiqomah ajar agama moga hidayah istiqomah ajar agama bang praz moga sehat serta keluarga sukses bang praz aamiin,netral,1
❤❤❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Wkwkw ngakak euy,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkw ngakak euy,netral,1
Ngakak terus😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak,netral,1
Pecahhhh pecahh. Nex undang lagi yah bang Pras . Untuk pertanyaan nya yg lebih pecah lg dong . Bang Mael garang dikit dong 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecahhhh pecahh nex undang yah bang pras nya yg pecah lg bang mael garang dikit,netral,1
Preman Nasional Generation = PRENAGEN 🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,preman nasional generation prenagen,netral,1
keren fajar woyyyy,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,keren fajar woyyyy,netral,1
"Semoga Mas Deddy, Praz dkk bisa ikut Mael Lee",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,moga mas deddy praz dkk mael lee,netral,1
😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Asli menghibur 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,asli hibur,netral,1
Bang mail le nie krakter nya kuat bnget njir . Bisa Asikin lawan mainnya dan ga kaku,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang mail le nie krakter nya kuat bnget njir asikin lawan main ga kaku,positif,2
😅😅😅😅😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Semua pembicaraannya enak dan bagus😊,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bicara enak bagus,netral,1
Tapi seru lohh orang ni. Ngak garing. Keren sekelas bintang besar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,seru lohh orang ni ngak garing keren kelas bintang,netral,1
"Fajar sad boy,.jenius jg gaya ngelawaknya",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar sad boy jenius jg gaya ngelawaknya,negatif,0
Bangun rumah di minigrend anj,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bangun rumah minigrend anj,netral,1
Undang jasan Ranti min,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,undang jas ranti min,netral,1
"11:10 tidak hanya qur'an&sunnah saja, tp ada ijma & qiyas para ulama, ngaji lagi maelee, klo hanya berpatokan pada qur'an & sunnah saja engkau akan berfikir radikal.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,11 10 qur an sunnah tp ijma qiyas ulama ngaji maelee klo patok qur an sunnah engkau berfikir radikal,netral,1
CAPEK NGAKAK YAALLAH😭😭😭😭😭,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,capek ngakak yaallah,netral,1
32:23 😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,32 23,netral,1
Ahh cocok si bang Mael tektokan ama bang Pras sii,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ahh cocok si bang mael tektokan ama bang pras sii,netral,1
"Ngakak sumpah dari awal nonton sampe skrg GK berhenti ketawa😂
Sehat sehat kalian bertiga bang fras,bang mael, sma fajar
Kalian semua the best
Salam dari orang tasikmalaya",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak sumpah nonton sampe skrg gk henti ketawa sehat sehat tiga bang fras bang mael sma fajar the best salam orang tasikmalaya,positif,2
bangkeee le le beliin kopi dong ajggg 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bangkeee le le beliin kopi ajggg,netral,1
😂😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
😂fajar dan mael 🤣🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar mael,netral,1
😂😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
baru di podcast ini ngelihat fajar ketawa terusss,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,podcast ngelihat fajar ketawa terusss,netral,1
Lucu nih jadi inget macam remaja junior ikut nongrong bareng  abang-abangan di lingkungan tongkrongan RT setempat kalian berada,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu nih inget remaja junior nongrong bareng abang abangan lingkung tongkrong rt,netral,1
28:50 keterlaluan sih candanya,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,28 50 sih canda,netral,1
"sumpah pecah banget konten ini,kocak parah",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpah pecah banget konten kocak parah,netral,1
"Salah bngt gua nonton ini abis operasi usus buntu, setiap ketawa membawa sakiiitttt😂😭😭😭😭",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,salah bngt gua nonton abis operasi usus buntu ketawa bawa sakiiitttt,netral,1
"GokiL parah mael praz japar ngeblend kocak abiss, ngakak ampe sakaw",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gokil parah mael praz japar ngeblend kocak abiss ngakak ampe sakaw,netral,1
Alhamdulillah..mael ikut sunnah.. kliatan banget cerdasnya.. ada niat mau blajar..berarti mael blum diracuni ahlul bid'ah..Barakallufiikum mael,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,alhamdulillah mael sunnah kliatan banget cerdas niat blajar mael blum racun ahlul bid ah barakallufiikum mael,netral,1
"📚 Dalilnya:
Dari Aisyah radhiyallahu ‘anha, Rasulullah ﷺ bersabda:
“Apabila salah seorang di antara kalian hendak makan, hendaklah ia menyebut nama Allah (membaca Bismillah). Jika ia lupa menyebut nama Allah di awal, maka hendaklah ia mengucapkan:
Bismillahi fi awwalihi wa akhirihi (Dengan nama Allah pada awal dan akhirnya).”
(HR. Abu Dawud, Tirmidzi, dinilai hasan shahih oleh Al-Albani)
Tidak ada hadits shahih yang menyebut doa panjang seperti:
“Allahumma barik lana fima razaqtana wa qina ‘adzaban-nar”
sebagai doa sebelum makan — doa itu lebih tepat untuk setelah makan menurut sebagian ulama, dan bahkan dalam konteks lain (permohonan umum atas rezeki).
🟢 Kesimpulan menurut manhaj salaf:
Sebelum makan: cukup “Bismillah”.
Kalau lupa di awal: “Bismillahi fi awwalihi wa akhirihi”.
Setelah makan: “Alhamdulillah” atau doa yang shahih seperti:
“Alhamdulillahi alladzi ath’amani hadza wa razaqanihi min ghairi hawlin minni wa la quwwah.”
(HR. Abu Dawud, Tirmidzi)
Jadi benar, kalau Nabi ﷺ dan sahabatnya membaca doa panjang sebelum makan, tentu akan mutawatir dan diamalkan banyak orang. Tapi nyatanya yang mutawatir justru hanya “Bismillah”.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,dalil aisyah radhiyallahu anha rasulullah sabda salah makan sebut nama allah baca bismillah lupa sebut nama allah bismillah fi awwalihi wa akhirihi nama allah hr abu dawud tirmidzi nilai hasan shahih al albani hadits shahih sebut doa allahumma barik lana fima razaqtana wa qina adzaban nar doa makan doa makan ulama konteks mohon rezeki simpul manhaj salaf makan bismillah lupa bismillah fi awwalihi wa akhirihi makan alhamdulillah doa shahih alhamdulillah alladzi ath aman hadza wa razaqanihi min ghairi hawlin minni wa la quwwah hr abu dawud tirmidzi nabi sahabat baca doa makan mutawatir amal orang mutawatir bismillah,netral,1
"kenapa benci salafy? Kalau kamu umroh dan haji gimana? Apakah kamu mau mengolok olok imam dan khotib disana krna salafy smua? 

Allah menakdirkan salafy menjaga islam menjaga masjidil harom dan masjid nabawi.

Salafy udah jadi imam dan khotibmasjidil harom-nabawi, gubernur, wakilketua mpr, salafy perkembangannya pesat sekali di indo, para artis hijrah ke salafy, bahkan sdh 3 besar melalui al irsyad, masjid” kalau kamu keliling sudah banyak yang salafy, bahkan setiap masjid minimal ada 1 jamaah salafy.
salafy menjaga haromain, org beribadah di mekkah dan madinah aman nyaman tanpa ada yg dibunuh itu fakta, mualaf makin banyak masjid makin luas

Kebanyakan orang sebelum masuk salafy itu benci dulu, dan kalau kamu benci berarti itu sudah masuk tahap awal join salafy, dan saya berdoa ditunjuki jalan yang lurus dan Allah antar saya ke salafy.

 dan hipotesa yang membuat banyak org masuk salafy adalah Allah tidak mungkin menakdirkan orang sesat menjaga masjidil harom dan masjid nabawi, maka salafy tidak mungkin sesat krna pusat dakwah awal salafy adalah mekkah dan madinah yang didalamnya ada masjid suci yang pengurusnya salafy semua no debat, hipotesa ini yang muncul dipemikiran orang dan yakin memeluk salafy sebagai jalan beragama yang benar",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,benci salafy umroh haji gimana olok olok imam khotib sana krna salafy smua allah takdir salafy jaga islam jaga masjidil harom masjid nabawi salafy udah imam khotibmasjidil harom nabawi gubernur wakilketua mpr salafy kembang pesat indo artis hijrah salafy sdh al irsyad masjid keliling salafy masjid minimal jamaah salafy salafy jaga haromain org ibadah mek madinah aman nyaman yg bunuh fakta mualaf masjid luas banyak orang masuk salafy benci benci masuk tahap join salafy doa jalan lurus allah salafy hipotesa org masuk salafy allah takdir orang sesat jaga masjidil harom masjid nabawi salafy sesat krna pusat dakwah salafy mek madinah dalam masjid suci urus salafy no debat hipotesa muncul pikir orang peluk salafy jalan agama,negatif,0
Bikin yoga ketawa ini ber tiga menghibur banget😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bikin yoga ketawa ber hibur banget,netral,1
iklan nya enggak sesuai dugaan,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,iklan nya sesuai duga,netral,1
Bisa tembus 5 jt dalam 8 hari ini sich gila banget...👍,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tembus jt sich gila banget,netral,1
"Fajar jgn sampe make tu,, hancur nanti karier kauuu",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar jgn sampe make tu hancur karier kauuu,netral,1
Mereka berdua aja dah cukup bagi gw.. Walaupun tanpa bintang tamu😂❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,dua aja dah gw bintang tamu,netral,1
MasyaAllah fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masyaallah fajar,netral,1
"Harus laporin pak purnomo ini, ada yg dianiaya spanjang 50 menit an 😅😅😅😅",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,laporin purnomo yg aniaya spanjang 50 menit an,netral,1
"Bawain ebel pras sama mael lucu nihh,, sama² ngk nyambung kek ebel.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bawain ebel pras mael lucu nihh ngk nyambung kek ebel,netral,1
Bang buatin chanel mereka bertiga. Kek nya lucu 🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang buatin chanel tiga kek nya lucu,netral,1
"Mantap bg mail, saran dari saya bg mail, baiknya sambil main"" ke pondok pesantren salaf (2-3HR) biar makin sempurna.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mantap bg mail saran bg mail baik main pondok pesantren salaf 3hr biar sempurna,positif,2
"""Kesuksesan adalah hasil dari kerja keras dan ketekunan"", kata 𝐆𝐄𝐋𝐎𝐑𝐀𝟒𝐃 blom afdol kalo blom nyobain dieee",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sukses hasil kerja keras tekun blom afdol kalo blom nyobain dieee,netral,1
Fajar gantiin Ebel aja,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar gantiin ebel aja,netral,1
p,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Semoga istiqomah bang,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,moga istiqomah bang,netral,1
Any maell lee Ama Pajar ternyata cocok bet gua ketawa pecah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,any maell lee ama pajar cocok bet gua ketawa pecah,netral,1
Bikin ngakak aja sie fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bikin ngakak aja sie fajar,netral,1
"Bang praazz emg the best,dgn siapapun bang praazz bisa gong",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang praazz emg the best dgn bang praazz gong,positif,2
"Sadboy disini bisa jd diri sendiri,nntn di titik kumpul gaada ruang buat dia ngomong",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sadboy jd nntn titik kumpul gaada ruang ngomong,netral,1
Bagus mael lee ttp dsni sm praz. Cocok dia sm praz.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bagus mael lee ttp dsni sm praz cocok sm praz,netral,1
jadi lebih bagus dan lucu kalok ada satboy,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bagus lucu kalok satboy,netral,1
Pecah paraahhh 🤣🤣🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah paraahhh,netral,1
"Kaya nya ada kemistri maele sama fajar , ,kaya klop",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kaya nya mistri maele fajar kaya klop,netral,1
Ahhhhhh seruuuuuu pecahhh bgttttt😭🤣🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ahhhhhh seruuuuuu pecahhh bgttttt,netral,1
Dari menit 07:00 Vibes nya kek lagi bulan ramadhan.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,menit 07 00 vibes nya kek ramadhan,netral,1
😂😂😂😂..fajar makin matang klop ama para senior..,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar matang klop ama senior,netral,1
Ketawa si Raffi 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ketawa si raffi,netral,1
"Keren fajar, hafalannya bagus 👍👍",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,keren fajar hafal bagus,netral,1
ni anak memang jago membingungkan orang. wajar di gebukin. 🤣 luar biasa bang praz undang fajar sad boy bersama mael lee. resepnya memang pas. emosian VS menyebalkan.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ni anak jago bingung orang wajar gebukin bang praz undang fajar sad boy mael lee resep pas emosi vs sebal,negatif,0
Fajar topp,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar topp,netral,1
Tetep ngakak KLO ada fajar 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tetep ngakak klo fajar,netral,1
Petcah banget kalo fajar jadi bintang tamunya😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,petcah banget kalo fajar bintang tamu,netral,1
Petchaaaaaaaahhh ngakak trus gw sukses trus buat Pras Teguh program baru nya,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,petchaaaaaaaahhh ngakak trus gw sukses trus pras teguh program nya,netral,1
Jancok maeleee🤣🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jancok maeleee,netral,1
dimana lagi nonton podcast dapet bonus pengajian kalo bukan di pojok terminal,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mana nonton podcast dapet bonus aji kalo pojok terminal,netral,1
Baru 1 2 menit sudah d bikin ngakak 😂anjirrr🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,menit bikin ngakak anjirrr,netral,1
Ya Allah kesini grgr fajar 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ya allah kesini grgr fajar,netral,1
"Yaa Allah jar .. 
Lu kagak amnesia kan habis dijedotin Bang Mael ? 
😅😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yaa allah jar lu kagak amnesia habis dijedotin bang mael,netral,1
Bang boleh saran bang coba panggil om jarwo pasti seru om,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang saran bang coba panggil om jarwo seru om,netral,1
Gokil fajar sama mael lee,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gokil fajar mael lee,netral,1
pecah bgt si gilaaaaaa... full ngakak😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah bgt si gilaaaaaa full ngakak,positif,2
Nonton ampe selesai malah sakit perut capek ketawa asikk banget asli 😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nonton ampe selesai sakit perut capek ketawa asikk banget asli,netral,1
Cuma kasihan aja si fajar ga kebagian kopi satu gelas wkwkwkwkwk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kasihan aja si fajar ga bagi kopi gelas wkwkwkwkwk,netral,1
"Sampeee sakit peruttt, pengen ikut nonjok fajar😅",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sampeee sakit peruttt ken nonjok fajar,netral,1
Episode ini pecah sih😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,episode pecah sih,netral,1
"Pokok ny ngakak selalu menghibur,salam dri Kalimantan Barat selalu nonton konten bos maeele ,Pras & fajar",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pokok ny ngakak hibur salam dri kalimantan barat nonton konten bos maeele pras fajar,netral,1
"respect sama omongan mael,KLW ttng agama jangan kasih musik",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,respect omong mael klw ttng agama kasih musik,netral,1
"Yg satu emosian, yg satu ngeselin...
Cocok org ni berdua",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yg emosi yg ngeselin cocok org ni dua,netral,1
PETJAHHHH,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,petjahhhh,netral,1
Ngakak parahhh,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak parahhh,netral,1
😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
sangat terhibur😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hibur,netral,1
Mael kasar kali sm fajar ...,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael kasar kali sm fajar,netral,1
Udah ke 4 x w munter podcast ni ttp ngakak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,udah munter podcast ni ttp ngakak,netral,1
Mulia dengan manhaj salaf😊,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mulia manhaj salaf,netral,1
Praz + Mael + Fajar = Pecahhh 🎉😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,praz mael fajar pecahhh,netral,1
Bang pras kembali lagi ke Om Deddy Corbuzier?,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang pras om deddy corbuzier,netral,1
woi aku sokong mael ama prasss amaaaa fajar ini cok. trending terus iniiii,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,woi sokong mael ama prasss amaaaa fajar cok trending iniiii,netral,1
